timestamp,node_id,tilt_x_deg,tilt_y_deg,strain_delta_ue,vib_rms_g,vib_peak_g,vib_dominant_freq_hz,crack_status,temperature_c,humidity_pct,pressure_hpa
2026-01-09 07:15:00,N2,0.00388,0.01313,0.589,0.02553,0.07649,15.3,1,40.99,77.18,1005.86
2026-01-09 07:15:00,N3,0.02279,0.01491,1.144,0.02413,0.06302,9.82,1,40.76,77.27,1007.32
2026-01-09 07:15:00,N4,0.02759,0.01129,-0.231,0.02702,0.08085,10.01,1,40.86,77.87,1007.4
2026-01-09 07:15:00,N5,0.03298,0.01264,-0.882,0.03054,0.05162,8.26,1,41.64,77.13,1006.16
2026-01-09 07:20:00,N1,-0.00923,-0.00448,-0.664,0.02605,0.05607,11.37,1,41.58,79.47,1007.15
2026-01-09 07:20:00,N2,0.00267,0.00983,1.62,0.021,0.03871,11.38,1,41.53,74.65,1007.42
2026-01-09 07:20:00,N3,0.00303,0.00816,0.131,0.0267,0.06347,10.32,1,41.12,75.82,1006.86
2026-01-09 07:20:00,N4,0.00721,-0.00811,0.97,0.02547,0.07349,9.06,1,40.36,78.23,1006.38
2026-01-09 07:20:00,N5,0.01312,-0.00288,-0.743,0.00759,0.01554,10.16,1,40.91,78.6,1006.39
2026-01-09 07:25:00,N1,0.00313,-0.00893,0.762,0.02171,0.03903,15.83,1,40.19,74.76,1006.28
2026-01-09 07:25:00,N2,0.00531,0.00412,-0.548,0.03904,0.10284,11.43,1,39.6,77.28,1006.33
2026-01-09 07:25:00,N3,0.04148,0.00221,0.207,0.0236,0.0539,15.64,1,40.71,77.55,1006.88
2026-01-09 07:25:00,N4,-0.02595,0.01003,-1.734,0.01102,0.02777,10.06,1,40.34,75.7,1007.66
2026-01-09 07:25:00,N5,0.03886,0.01244,-0.23,0.0309,0.07099,12.57,1,41.1,77.61,1008.13
2026-01-09 07:30:00,N1,0.01129,0.01498,0.466,0.02106,0.05016,11.59,1,40.4,76.63,1006.48
2026-01-09 07:30:00,N2,0.01419,0.01542,-0.71,0.02638,0.07845,13.83,1,40.11,71.67,1006.6
2026-01-09 07:30:00,N3,0.02912,0.00049,0.313,0.02245,0.04884,9.04,1,40.98,77.09,1006.24
2026-01-09 07:30:00,N4,0.00141,-0.01288,1.379,0.02136,0.03862,13.02,1,40.52,73.12,1005.97
2026-01-09 07:30:00,N5,-0.01011,-0.00656,0.509,0.03561,0.05749,14.74,1,40.66,76.84,1004.69
2026-01-09 07:35:00,N1,-0.00954,0.02531,-0.666,0.01581,0.03274,15.23,1,40.55,75.49,1008.43
2026-01-09 07:35:00,N2,0.03544,0.00801,-1.861,0.03945,0.10322,9.65,1,41.09,77.28,1007.15
2026-01-09 07:35:00,N3,0.00394,0.01462,1.45,0.03153,0.0598,8.12,1,40.79,72.54,1006.81
2026-01-09 07:35:00,N4,0.0111,0.01207,0.547,0.03926,0.09075,9.63,1,39.71,79.6,1007.67
2026-01-09 07:35:00,N5,0.0357,0.02391,0.313,0.00703,0.02094,15.4,1,41.02,75.57,1007.77
2026-01-09 07:40:00,N1,-0.00197,0.00241,0.338,0.0163,0.0309,14.23,1,40.41,76.1,1007.61
2026-01-09 07:40:00,N2,0.01137,0.00632,-0.776,0.00514,0.01199,12.4,1,40.65,76.02,1007.44
2026-01-09 07:40:00,N3,0.01759,0.01909,0.656,0.02637,0.06991,14.15,1,40.77,73.73,1006.6
2026-01-09 07:40:00,N4,0.00407,0.02319,1.836,0.01265,0.03657,11.32,1,40.43,74.54,1008.1
2026-01-09 07:40:00,N5,0.01167,0.00649,-0.28,0.03772,0.10024,16.82,1,40.84,76.84,1007.28
2026-01-09 07:45:00,N1,-0.00356,0.01099,-0.716,0.01378,0.02672,13.62,1,40.68,77.89,1006.92
2026-01-09 07:45:00,N2,0.00376,-0.00195,-0.821,0.04381,0.12124,14.48,1,41.25,75.24,1006.44
2026-01-09 07:45:00,N3,0.00828,0.00982,-0.303,0.02245,0.06704,12.56,1,41.09,74.62,1007.01
2026-01-09 07:45:00,N4,0.0236,-0.00036,-0.492,0.02513,0.07096,13.62,1,40.92,74.7,1006.93
2026-01-09 07:45:00,N5,0.03212,-0.00563,-0.16,0.04634,0.10334,9.79,1,39.86,74.92,1006.29
2026-01-09 07:50:00,N1,0.01425,0.01037,0.002,0.00708,0.02085,16.78,1,40.41,76.63,1006.3
2026-01-09 07:50:00,N2,0.00289,0.00725,0.343,0.03779,0.07118,11.44,1,40.98,75.23,1005.56
2026-01-09 07:50:00,N3,0.0,-0.00506,-0.792,0.01261,0.02497,8.39,1,39.78,74.32,1007.06
2026-01-09 07:50:00,N4,0.00747,-0.00105,-0.401,0.02628,0.07289,11.87,1,40.13,74.12,1005.81
2026-01-09 07:50:00,N5,0.00685,0.00077,0.447,0.02163,0.05185,16.95,1,40.66,74.5,1006.36
2026-01-09 07:55:00,N1,0.01182,0.02263,0.594,0.02837,0.05861,14.41,1,40.23,75.18,1006.35
2026-01-09 07:55:00,N2,0.01271,-0.01394,-0.691,0.02566,0.05033,11.47,1,39.27,75.0,1005.68
2026-01-09 07:55:00,N3,0.01335,-0.01623,-1.312,0.02412,0.06094,9.14,1,40.38,74.8,1005.61
2026-01-09 07:55:00,N4,-0.00658,-0.0185,-0.837,0.03845,0.07385,9.07,1,40.78,77.36,1008.38
2026-01-09 07:55:00,N5,0.01432,0.00521,0.585,0.01584,0.04143,10.92,1,40.26,75.83,1007.48
2026-01-09 08:00:00,N1,-0.00042,-0.00416,-0.523,0.02995,0.08706,17.42,1,40.04,75.73,1005.31
2026-01-09 08:00:00,N2,0.02456,-0.00308,-0.965,0.02584,0.0412,17.33,1,40.15,76.4,1007.47
2026-01-09 08:00:00,N3,0.01484,-0.00131,-0.374,0.03307,0.06109,16.18,1,39.97,73.56,1005.37
2026-01-09 08:00:00,N4,0.00475,-0.00716,-0.152,0.04746,0.09644,14.17,1,40.81,75.89,1005.99
2026-01-09 08:00:00,N5,0.01592,0.02726,0.063,0.02354,0.06448,11.5,1,40.01,72.31,1006.59
2026-01-09 08:05:00,N1,0.01268,0.00071,0.242,0.04164,0.09692,12.73,1,39.12,71.1,1006.32
2026-01-09 08:05:00,N2,4e-05,-0.00546,1.34,0.01553,0.04635,9.91,1,39.52,72.64,1007.06
2026-01-09 08:05:00,N3,-0.0001,-0.00306,-0.855,0.04371,0.09788,14.82,1,40.99,75.53,1005.39
2026-01-09 08:05:00,N4,0.03027,0.00368,-0.392,0.02173,0.03772,10.4,1,40.13,74.35,1007.09
2026-01-09 08:05:00,N5,-0.02492,-0.01045,0.555,0.03941,0.06469,14.44,1,39.58,75.39,1005.55
2026-01-09 08:10:00,N1,0.00145,-0.00106,-0.558,0.0309,0.07244,11.78,1,40.12,72.92,1005.69
2026-01-09 08:10:00,N2,0.01384,0.01324,0.207,0.02446,0.05671,13.68,1,39.33,71.56,1005.12
2026-01-09 08:10:00,N3,0.00197,-0.02659,1.175,0.03277,0.07817,16.07,1,39.56,74.1,1007.88
2026-01-09 08:10:00,N4,-0.01656,-0.01442,0.455,0.01477,0.04264,14.47,1,39.89,74.17,1007.65
2026-01-09 08:10:00,N5,0.02235,0.01054,0.279,0.01477,0.04163,8.53,1,39.25,75.52,1006.35
2026-01-09 08:15:00,N1,0.00519,0.00362,0.032,0.02465,0.04008,14.22,1,39.81,72.82,1004.78
2026-01-09 08:15:00,N2,0.01395,-0.01022,-0.276,0.02488,0.07391,9.05,1,40.45,76.12,1004.61
2026-01-09 08:15:00,N3,-0.01612,-0.00402,-1.087,0.01051,0.02011,10.06,1,40.02,71.95,1006.36
2026-01-09 08:15:00,N4,-0.00234,0.00637,0.665,0.01359,0.03247,8.7,1,38.17,72.54,1005.55
2026-01-09 08:15:00,N5,-0.00304,-0.00057,0.583,0.01532,0.03552,9.44,1,39.79,74.98,1005.84
2026-01-09 08:20:00,N1,0.03398,0.03244,-0.034,0.02974,0.08821,12.37,1,39.31,72.02,1006.54
2026-01-09 08:20:00,N2,0.01548,0.00916,0.6,0.02833,0.07591,12.69,1,39.1,73.62,1006.71
2026-01-09 08:20:00,N3,0.00796,0.02418,-1.878,0.02221,0.04514,11.29,1,39.12,73.99,1005.87
2026-01-09 08:20:00,N4,-0.00747,0.00279,-0.376,0.02673,0.04926,9.12,1,39.77,76.29,1008.28
2026-01-09 08:20:00,N5,0.00732,0.00801,-0.624,0.00636,0.01004,17.45,1,39.19,72.85,1006.27
2026-01-09 08:25:00,N1,0.02859,0.00243,-0.423,0.02127,0.04863,12.67,1,39.46,74.28,1006.95
2026-01-09 08:25:00,N2,-0.00433,-0.00251,1.245,0.0356,0.08959,16.64,1,39.78,73.39,1006.39
2026-01-09 08:25:00,N3,0.0255,0.03413,-0.274,0.02102,0.06015,12.38,1,39.25,77.79,1006.89
2026-01-09 08:25:00,N4,-0.00736,0.01249,1.055,0.02994,0.06543,17.8,1,39.57,75.03,1006.18
2026-01-09 08:25:00,N5,0.03241,0.0183,-0.251,0.01608,0.04702,8.67,1,39.23,73.23,1005.14
2026-01-09 08:30:00,N1,-0.01141,-0.00852,-1.605,0.01647,0.04576,11.49,1,38.27,71.06,1005.6
2026-01-09 08:30:00,N2,0.03467,-0.01733,0.185,0.0165,0.04297,14.06,1,39.27,72.06,1005.65
2026-01-09 08:30:00,N3,0.01658,0.00241,-0.345,0.02383,0.06889,9.24,1,39.26,74.35,1005.34
2026-01-09 08:30:00,N4,-0.01083,-0.01386,-0.395,0.00236,0.00372,17.39,1,39.43,75.48,1005.46
2026-01-09 08:30:00,N5,-0.00209,0.00818,-0.696,0.02156,0.05146,16.79,1,40.2,72.34,1005.67
2026-01-09 08:35:00,N1,0.02013,-0.01244,0.474,0.03148,0.07974,15.18,1,39.06,71.63,1005.85
2026-01-09 08:35:00,N2,0.02372,0.01239,-2.232,0.01707,0.03975,15.87,1,39.34,70.36,1005.18
2026-01-09 08:35:00,N3,0.01832,0.00096,-0.169,0.01846,0.05372,10.89,1,38.23,72.03,1007.75
2026-01-09 08:35:00,N4,0.01018,0.0096,-2.224,0.01836,0.04604,14.08,1,38.63,72.96,1006.82
2026-01-09 08:35:00,N5,0.01725,0.00505,0.369,0.0306,0.05687,10.04,1,38.91,73.34,1005.58
2026-01-09 08:40:00,N1,0.01945,0.01612,1.432,0.02814,0.06277,14.26,1,38.5,77.71,1005.07
2026-01-09 08:40:00,N2,0.01121,0.00591,-0.943,0.02232,0.04019,16.02,1,39.38,69.27,1006.68
2026-01-09 08:40:00,N3,0.00166,-0.00712,1.886,0.03465,0.06809,12.7,1,38.53,74.06,1007.95
2026-01-09 08:40:00,N4,0.00033,0.00068,-0.57,0.01833,0.05364,14.28,1,38.68,74.69,1006.48
2026-01-09 08:40:00,N5,0.00835,0.01148,0.612,0.01201,0.02685,9.81,1,38.59,72.38,1005.48
2026-01-09 08:45:00,N1,-0.01035,-0.00955,-0.059,0.01223,0.03102,13.51,1,39.31,73.08,1005.92
2026-01-09 08:45:00,N2,0.01038,0.00436,2.15,0.01643,0.04886,16.61,1,39.22,73.55,1006.96
2026-01-09 08:45:00,N3,0.01004,0.00483,-0.389,0.02416,0.05219,12.68,1,39.3,72.38,1006.69
2026-01-09 08:45:00,N4,0.00984,0.01453,-0.519,0.02351,0.06938,14.02,1,39.82,77.71,1006.21
2026-01-09 08:45:00,N5,0.01625,-0.01965,-0.269,0.0359,0.06478,8.93,1,39.33,71.19,1005.33
2026-01-09 08:50:00,N1,0.01874,0.0084,-0.672,0.02462,0.04099,12.49,1,38.78,70.35,1004.78
2026-01-09 08:50:00,N2,0.00806,0.01351,-1.802,0.02658,0.07935,13.63,1,38.44,74.77,1006.48
2026-01-09 08:50:00,N3,0.031,-0.00178,0.261,0.0398,0.06397,11.28,1,38.66,73.51,1006.77
2026-01-09 08:50:00,N4,-0.00072,-0.0001,0.428,0.02752,0.04774,10.66,1,38.93,68.42,1006.22
2026-01-09 08:50:00,N5,-0.00947,0.00184,-0.494,0.02805,0.05337,10.8,1,38.77,72.28,1006.34
2026-01-09 08:55:00,N1,0.02912,-0.00805,-0.025,0.01668,0.02647,14.49,1,37.9,72.81,1005.41
2026-01-09 08:55:00,N2,0.02299,-0.00783,-1.041,0.00771,0.01862,12.0,1,39.09,72.82,1006.39
2026-01-09 08:55:00,N3,0.01412,-0.00604,0.218,0.02118,0.05886,12.12,1,38.39,73.09,1005.61
2026-01-09 08:55:00,N4,0.00649,0.0006,0.45,0.03743,0.07362,17.07,1,38.91,69.55,1005.25
2026-01-09 08:55:00,N5,-0.00969,-0.00146,-1.639,0.02627,0.06773,9.05,1,37.6,71.17,1005.35
2026-01-09 09:00:00,N1,-0.01121,-0.01542,0.715,0.0342,0.06953,17.01,1,38.71,73.97,1006.64
2026-01-09 09:00:00,N2,0.03383,0.01354,0.24,0.00889,0.01505,11.0,1,38.0,72.39,1005.08
2026-01-09 09:00:00,N3,-0.01651,0.01024,-1.19,0.02217,0.0426,12.06,1,39.08,72.5,1005.39
2026-01-09 09:00:00,N4,0.032,-0.00934,0.111,0.0439,0.0853,8.76,1,38.48,74.89,1006.03
2026-01-09 09:00:00,N5,0.00066,-0.01595,0.089,0.03785,0.06133,10.5,1,37.96,74.11,1005.78
2026-01-09 09:05:00,N1,-0.00855,0.00672,0.812,0.02073,0.03703,15.57,1,37.72,71.7,1004.84
2026-01-09 09:05:00,N2,0.019,0.01443,0.065,0.0091,0.01879,13.14,1,37.57,68.63,1004.77
2026-01-09 09:05:00,N3,0.00905,0.01191,0.094,0.02947,0.07525,9.18,1,38.23,72.36,1003.97
2026-01-09 09:05:00,N4,0.02008,-0.01632,-0.908,0.02165,0.05859,10.21,1,37.65,72.22,1005.79
2026-01-09 09:05:00,N5,0.02016,0.00475,-0.306,0.02458,0.04414,15.92,1,38.04,70.69,1004.24
2026-01-09 09:10:00,N1,0.02005,-0.00844,0.508,0.04208,0.11899,10.68,1,38.68,75.37,1006.2
2026-01-09 09:10:00,N2,0.0117,-0.02103,-0.417,0.02171,0.03412,15.19,1,38.18,71.8,1006.73
2026-01-09 09:10:00,N3,-0.02238,0.0105,0.681,0.01097,0.02229,10.16,1,37.95,69.05,1005.6
2026-01-09 09:10:00,N4,-0.02183,0.00693,0.12,0.03904,0.06605,12.85,1,38.3,69.95,1005.01
2026-01-09 09:10:00,N5,-0.00602,0.0046,0.163,0.01864,0.05466,14.83,1,38.53,72.14,1005.7
2026-01-09 09:15:00,N1,0.00844,0.00391,0.125,0.03679,0.07176,14.63,1,38.47,70.66,1005.22
2026-01-09 09:15:00,N2,-0.00056,-0.01716,-1.032,0.03381,0.08241,10.94,1,38.0,66.56,1004.07
2026-01-09 09:15:00,N3,0.02048,8e-05,-0.994,0.00032,0.00072,17.95,1,37.6,72.1,1005.93
2026-01-09 09:15:00,N4,0.02528,0.00059,0.684,0.02364,0.05472,15.41,1,37.8,69.82,1005.9
2026-01-09 09:15:00,N5,0.03758,-0.01402,-0.419,0.01939,0.03388,12.16,1,38.38,68.17,1004.37
2026-01-09 09:20:00,N1,0.01221,0.00447,0.3,0.01409,0.03512,8.58,1,37.35,69.26,1005.37
2026-01-09 09:20:00,N2,0.01187,-0.01133,-1.341,0.0288,0.07024,13.03,1,37.36,69.07,1004.76
2026-01-09 09:20:00,N3,-0.01021,-0.00174,-0.912,0.01821,0.03729,10.4,1,38.98,71.75,1007.02
2026-01-09 09:20:00,N4,0.00248,0.00036,1.048,0.03396,0.0911,10.7,1,37.73,73.39,1006.75
2026-01-09 09:20:00,N5,0.03014,0.00776,0.694,0.02481,0.06766,15.12,1,38.31,72.72,1006.22
2026-01-09 09:25:00,N1,0.00862,0.0047,-0.155,0.01833,0.05256,16.8,1,37.9,72.92,1006.26
2026-01-09 09:25:00,N2,-0.02854,0.0065,0.021,0.01619,0.03915,16.19,1,37.12,73.0,1005.97
2026-01-09 09:25:00,N3,-0.02117,-0.02723,-0.561,0.03058,0.05463,15.4,1,37.41,72.41,1006.11
2026-01-09 09:25:00,N4,0.00088,-0.01605,1.331,0.01862,0.04064,16.16,1,37.03,70.38,1006.6
2026-01-09 09:25:00,N5,0.00296,-0.01129,-0.985,0.0167,0.04295,9.82,1,38.08,70.71,1006.4
2026-01-09 09:30:00,N1,0.00894,-0.00539,-1.024,0.03172,0.05052,13.41,1,37.11,72.86,1004.63
2026-01-09 09:30:00,N2,-0.0213,0.01618,-0.787,0.01,0.02107,12.46,1,37.0,66.49,1002.98
2026-01-09 09:30:00,N3,-8e-05,0.00025,-0.956,0.03066,0.06487,13.79,1,37.34,65.19,1006.39
2026-01-09 09:30:00,N4,0.01798,-0.01176,-1.056,0.0206,0.05051,15.03,1,37.4,71.4,1005.06
2026-01-09 09:30:00,N5,-0.0048,-0.01415,-0.294,0.03262,0.06043,12.51,1,37.32,71.51,1006.85
2026-01-09 09:35:00,N1,-0.01725,0.00574,-0.572,0.02556,0.06552,14.85,1,37.25,70.58,1006.81
2026-01-09 09:35:00,N2,0.00637,-0.01009,-0.029,0.0441,0.10145,13.91,1,37.37,71.43,1005.03
2026-01-09 09:35:00,N3,0.01184,0.00697,-1.224,0.02668,0.04691,8.85,1,38.24,70.35,1005.2
2026-01-09 09:35:00,N4,0.0086,0.01298,-0.339,0.00898,0.02002,13.03,1,38.33,70.99,1005.23
2026-01-09 09:35:00,N5,0.01857,0.01394,0.478,0.02777,0.08002,16.86,1,37.49,71.52,1004.28
2026-01-09 09:40:00,N1,0.01792,-0.01389,-0.536,0.0222,0.03365,12.95,1,37.72,69.39,1005.49
2026-01-09 09:40:00,N2,-0.00049,0.00015,0.08,0.03666,0.07864,13.1,1,37.36,71.34,1004.53
2026-01-09 09:40:00,N3,0.01362,-0.01103,-1.004,0.02599,0.06789,9.18,1,37.57,70.5,1005.09
2026-01-09 09:40:00,N4,-0.02621,-0.01286,-0.328,0.03821,0.07374,8.39,1,37.52,71.02,1005.29
2026-01-09 09:40:00,N5,-0.01366,0.00701,-1.495,0.01836,0.03308,14.27,1,37.59,72.18,1005.49
2026-01-09 09:45:00,N1,0.01932,-0.03259,-0.053,0.02555,0.07125,13.7,1,37.75,70.25,1006.15
2026-01-09 09:45:00,N2,-0.0013,0.00609,-0.122,0.03282,0.09499,17.79,1,36.99,70.84,1005.79
2026-01-09 09:45:00,N3,-0.01008,0.00015,0.139,0.01719,0.02653,11.83,1,37.26,68.37,1004.12
2026-01-09 09:45:00,N4,0.01286,-0.00602,0.327,0.01689,0.05026,14.92,1,37.2,67.04,1006.8
2026-01-09 09:45:00,N5,-0.03038,0.00758,0.18,0.03695,0.09101,9.04,1,36.29,68.36,1005.02
2026-01-09 09:50:00,N1,-0.0021,0.00502,-1.707,0.02375,0.07072,15.27,1,36.74,68.28,1005.14
2026-01-09 09:50:00,N2,0.00983,-0.0067,-1.082,0.01703,0.02777,11.64,1,36.63,71.03,1006.27
2026-01-09 09:50:00,N3,-0.00126,-0.00443,0.758,0.03795,0.05844,10.82,1,36.88,68.31,1005.11
2026-01-09 09:50:00,N4,0.00011,-0.02107,0.171,0.04428,0.08749,17.87,1,36.74,65.21,1005.18
2026-01-09 09:50:00,N5,-0.00534,-0.0027,-0.903,0.0288,0.0676,10.16,1,36.54,65.24,1004.52
2026-01-09 09:55:00,N1,0.00026,-0.00179,0.104,0.03507,0.06478,16.74,1,35.33,67.97,1005.09
2026-01-09 09:55:00,N2,-0.01252,-0.01717,-0.869,0.00303,0.00803,11.11,1,36.76,69.42,1005.65
2026-01-09 09:55:00,N3,-0.00494,0.00236,-0.616,0.01879,0.05171,17.56,1,36.93,70.0,1004.71
2026-01-09 09:55:00,N4,-0.02134,-0.00928,-0.132,0.01665,0.04585,16.88,1,35.74,67.42,1004.74
2026-01-09 09:55:00,N5,-0.01732,-0.00693,-0.154,0.02719,0.04498,9.94,1,36.59,64.19,1006.2
2026-01-09 10:00:00,N1,-0.02249,-0.01141,-1.923,0.02215,0.03858,9.81,1,36.77,68.89,1004.7
2026-01-09 10:00:00,N2,-0.02108,-0.00953,-0.417,0.02241,0.04884,12.5,1,37.02,68.6,1006.18
2026-01-09 10:00:00,N3,-0.00827,-0.00784,-1.161,0.0103,0.02552,17.93,1,35.58,66.31,1005.6
2026-01-09 10:00:00,N4,0.01228,0.01504,-0.217,0.0251,0.0612,17.55,1,37.82,68.46,1006.08
2026-01-09 10:00:00,N5,-0.00695,-0.01907,-0.612,0.04408,0.07986,9.89,1,36.54,70.52,1006.35
2026-01-09 10:05:00,N1,0.00775,-0.02206,0.008,0.02969,0.06674,11.0,1,37.27,66.97,1004.85
2026-01-09 10:05:00,N2,0.0043,0.0002,-0.41,0.03474,0.08824,14.37,1,36.55,68.62,1004.58
2026-01-09 10:05:00,N3,-0.0005,-0.00992,-1.234,0.02894,0.05778,15.21,1,36.19,63.24,1005.26
2026-01-09 10:05:00,N4,0.01708,-0.01239,-1.279,0.03546,0.05851,12.7,1,35.23,69.76,1006.66
2026-01-09 10:05:00,N5,-0.00394,-0.00235,-0.121,0.02762,0.07364,17.31,1,36.24,65.83,1004.51
2026-01-09 10:10:00,N1,0.00818,-0.02916,0.606,0.02964,0.08676,17.3,1,35.09,68.71,1006.49
2026-01-09 10:10:00,N2,-0.00805,0.00731,-0.418,0.02592,0.05075,17.15,1,36.64,65.37,1006.63
2026-01-09 10:10:00,N3,0.02066,-0.01625,0.238,0.02777,0.0437,10.05,1,37.23,71.53,1005.33
2026-01-09 10:10:00,N4,-0.03154,0.01063,-0.584,0.03778,0.09679,8.71,1,35.5,71.98,1004.2
2026-01-09 10:10:00,N5,-0.00459,-0.00998,-0.396,0.04554,0.12979,8.95,1,35.75,67.78,1005.91
2026-01-09 10:15:00,N1,-0.00177,-0.00441,0.378,0.03743,0.07297,8.34,1,35.62,66.35,1004.87
2026-01-09 10:15:00,N2,0.00353,0.01516,-0.38,0.03421,0.06782,12.46,1,36.35,66.28,1004.93
2026-01-09 10:15:00,N3,0.0066,-0.01172,-1.323,0.00897,0.01674,16.96,1,35.99,66.07,1005.51
2026-01-09 10:15:00,N4,-0.02223,-0.01768,-0.844,0.03113,0.07644,13.61,1,36.42,69.79,1004.95
2026-01-09 10:15:00,N5,-0.02487,0.00642,-1.65,0.03466,0.0675,11.61,1,34.79,71.71,1005.89
2026-01-09 10:20:00,N1,0.01559,0.01445,-1.062,0.02429,0.04802,10.72,1,35.2,71.44,1005.0
2026-01-09 10:20:00,N2,-0.0061,-0.01902,-1.874,0.02726,0.06358,10.97,1,35.42,64.35,1005.28
2026-01-09 10:20:00,N3,-0.00385,0.00348,0.064,0.03263,0.06762,16.89,1,36.33,64.49,1004.4
2026-01-09 10:20:00,N4,-0.02193,-0.01136,0.134,0.03742,0.08768,15.99,1,35.99,71.0,1006.29
2026-01-09 10:20:00,N5,-0.01458,-0.00313,-1.342,0.0197,0.0407,14.5,1,36.26,66.72,1005.63
2026-01-09 10:25:00,N1,-0.00672,-0.0073,0.145,0.02657,0.06457,13.09,1,35.45,66.38,1005.38
2026-01-09 10:25:00,N2,-0.01807,-0.00289,-1.04,0.03063,0.08534,13.57,1,35.2,67.08,1004.53
2026-01-09 10:25:00,N3,0.02378,-0.02717,-0.385,0.02335,0.06468,15.77,1,35.25,66.04,1005.45
2026-01-09 10:25:00,N4,-0.00969,0.00586,-0.537,0.00558,0.01595,17.44,1,36.12,66.35,1004.28
2026-01-09 10:25:00,N5,-0.00308,0.00569,0.079,0.01335,0.0359,15.39,1,36.08,61.59,1005.38
2026-01-09 10:30:00,N1,0.00633,-0.01028,0.202,0.02874,0.07393,16.36,1,36.25,64.34,1006.71
2026-01-09 10:30:00,N2,-0.00894,0.00586,-0.058,0.03756,0.06782,13.13,1,34.52,64.33,1005.53
2026-01-09 10:30:00,N3,0.00314,-0.01108,-0.031,0.02634,0.06587,16.68,1,34.72,68.83,1004.47
2026-01-09 10:30:00,N4,-0.0119,-0.01371,-1.04,0.01723,0.02646,12.61,1,36.1,65.95,1004.93
2026-01-09 10:30:00,N5,0.00742,0.01669,0.566,0.02021,0.0567,9.17,1,35.88,66.64,1005.05
2026-01-09 10:35:00,N1,-0.01787,-0.00653,0.996,0.01851,0.04282,12.1,1,35.31,65.59,1004.7
2026-01-09 10:35:00,N2,-0.01131,-0.0124,-0.789,0.01524,0.03711,12.3,1,35.35,65.51,1006.04
2026-01-09 10:35:00,N3,-0.01094,0.0032,0.164,0.03175,0.05545,13.08,1,35.39,63.8,1002.7
2026-01-09 10:35:00,N4,-0.03593,-0.01255,0.186,0.03402,0.07333,13.74,1,35.76,68.19,1004.87
2026-01-09 10:35:00,N5,0.00123,-0.00231,-0.134,0.01163,0.02185,16.7,1,34.94,68.5,1002.85
2026-01-09 10:40:00,N1,-0.00336,0.01961,-0.083,0.02342,0.04298,10.23,1,34.47,66.1,1004.8
2026-01-09 10:40:00,N2,0.00992,0.0116,-0.484,0.03474,0.07533,10.62,1,34.65,64.77,1004.96
2026-01-09 10:40:00,N3,-0.00482,-0.00908,0.462,0.00516,0.01546,10.59,1,35.12,65.33,1005.69
2026-01-09 10:40:00,N4,0.01529,-0.0185,-1.216,0.0276,0.07738,12.04,1,35.17,70.2,1005.93
2026-01-09 10:40:00,N5,-0.0158,0.0023,-0.537,0.04888,0.10504,9.07,1,35.28,68.4,1004.4
2026-01-09 10:45:00,N1,-0.00605,0.00219,0.438,0.01591,0.04542,11.06,1,35.01,66.62,1004.99
2026-01-09 10:45:00,N2,-0.00477,-0.00393,0.452,0.01344,0.03108,13.77,1,35.38,63.38,1005.01
2026-01-09 10:45:00,N3,-0.02111,0.01429,0.204,0.01278,0.03318,13.65,1,34.34,65.67,1004.65
2026-01-09 10:45:00,N4,0.00563,0.00982,-0.759,0.01635,0.03731,13.95,1,35.14,64.98,1005.12
2026-01-09 10:45:00,N5,0.00899,-0.00537,-0.583,0.02556,0.07033,16.02,1,35.83,64.28,1005.72
2026-01-09 10:50:00,N1,-0.00049,-0.01832,-0.74,0.03187,0.07279,10.64,1,34.04,60.71,1005.1
2026-01-09 10:50:00,N2,0.00585,7e-05,0.062,0.03477,0.05697,16.53,1,35.2,65.3,1005.82
2026-01-09 10:50:00,N3,-0.0065,-0.01717,-1.325,0.01979,0.03533,9.51,1,35.02,61.66,1004.88
2026-01-09 10:50:00,N4,-0.00592,-0.00826,-1.16,0.02167,0.0459,12.06,1,34.1,65.32,1004.63
2026-01-09 10:50:00,N5,-0.001,-0.00737,-0.98,0.04644,0.09523,10.45,1,34.68,63.54,1004.95
2026-01-09 10:55:00,N1,-0.00984,-0.00707,-1.078,0.04067,0.11873,9.54,1,34.09,64.05,1004.39
2026-01-09 10:55:00,N2,0.00894,-0.01478,-0.443,0.02545,0.04621,10.32,1,34.06,65.58,1005.59
2026-01-09 10:55:00,N3,-0.00134,-0.01519,0.817,0.02565,0.06908,15.25,1,34.42,64.7,1005.22
2026-01-09 10:55:00,N4,0.01083,-0.01313,-1.203,0.01654,0.04324,15.8,1,35.04,62.95,1006.05
2026-01-09 10:55:00,N5,-0.01042,0.00282,-0.717,0.02078,0.04785,8.84,1,35.33,62.16,1004.14
2026-01-09 11:00:00,N1,-0.00669,-0.0037,0.288,0.00591,0.01309,12.11,1,34.08,59.15,1004.49
2026-01-09 11:00:00,N2,-0.02221,-0.00922,-1.439,0.04833,0.10411,9.89,1,34.35,64.41,1004.83
2026-01-09 11:00:00,N3,-0.00203,-0.01317,-1.969,0.02036,0.04831,10.57,1,34.34,61.24,1003.05
2026-01-09 11:00:00,N4,-0.01046,0.00172,-1.282,0.022,0.06041,17.82,1,33.98,67.16,1003.73
2026-01-09 11:00:00,N5,-0.0009,-0.01345,-0.203,0.03256,0.09052,17.27,1,34.83,61.02,1005.34
2026-01-09 11:05:00,N1,0.00725,-0.02064,0.293,0.03498,0.05965,12.76,1,34.28,65.32,1005.34
